id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
13578,2014-12-16T00:00:00Z,635000,3,1.75,1940,167125,1,1,1,4,7,1480,460,1955,0,98070,47.459,-122.504,1910,127195
13579,2014-07-18T00:00:00Z,304400,4,2.75,2140,8100,2,0,0,4,7,2140,0,1990,0,98023,47.3075,-122.359,1960,7002
13580,2015-03-25T00:00:00Z,780000,5,1.75,2330,3800,1.5,0,0,3,7,1360,970,1927,0,98115,47.6835,-122.308,2100,3800
13581,2014-10-01T00:00:00Z,520000,4,3.5,2734,210201,2,0,0,5,8,2734,0,1974,0,98070,47.3652,-122.504,2270,187308
13582,2015-03-19T00:00:00Z,580000,3,1.75,1950,10633,1,0,0,3,7,1250,700,1978,0,98125,47.7019,-122.313,1290,6380
13583,2014-09-08T00:00:00Z,274000,3,1.75,1440,7198,1,0,0,3,7,990,450,1981,0,98055,47.4333,-122.194,1550,7156
13585,2014-08-06T00:00:00Z,390000,4,1.75,1910,77574,1,0,0,4,8,1910,0,1971,0,98042,47.3932,-122.12,2130,37026
13586,2014-09-11T00:00:00Z,340000,5,2,1750,8220,1,0,0,3,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760
13587,2014-07-01T00:00:00Z,502000,3,2.25,1600,45613,2,0,0,4,8,1600,0,1983,0,98072,47.7523,-122.117,2320,43005
13589,2014-05-30T00:00:00Z,399000,2,1,940,4800,1,0,0,4,6,940,0,1911,1955,98116,47.5756,-122.414,980,5900
13590,2014-05-15T00:00:00Z,312500,2,1,880,6345,1,0,0,3,7,880,0,1919,0,98106,47.5341,-122.358,1440,6345
13591,2014-05-13T00:00:00Z,370000,3,1.75,1650,8254,1,0,0,5,7,1060,590,1951,0,98155,47.7596,-122.304,2280,9450
13592,2014-06-19T00:00:00Z,1240000,4,3.5,3820,13224,2,0,0,3,10,3280,540,1990,0,98004,47.6005,-122.199,3340,9700
13593,2015-02-20T00:00:00Z,230000,3,1.5,1900,9630,1,0,0,3,8,1900,0,1967,0,98023,47.3352,-122.344,2010,9630
13594,2014-10-03T00:00:00Z,1275000,4,1.75,3720,8448,1,0,3,4,9,1960,1760,1947,0,98199,47.6425,-122.406,2540,7064
13597,2014-11-06T00:00:00Z,515000,2,1.75,1930,5570,1,0,0,3,8,1930,0,2005,0,98053,47.7173,-122.034,1810,5178
13598,2015-04-08T00:00:00Z,965000,4,2.5,3420,9575,2,0,0,3,11,3420,0,1994,0,98027,47.5527,-122.095,3310,8192
13599,2015-03-26T00:00:00Z,925000,4,2.75,3010,3400,2,0,2,3,9,2240,770,1923,2009,98122,47.6142,-122.284,1940,5080
13601,2014-08-14T00:00:00Z,364000,4,2.5,2080,11050,1,0,0,4,8,2080,0,1969,0,98059,47.472,-122.119,1850,11050
13602,2015-03-24T00:00:00Z,150000,2,1,1250,5208,1,0,0,3,7,1050,200,1951,0,98002,47.3063,-122.219,1030,5354
13604,2014-08-25T00:00:00Z,585000,3,1.5,1670,5000,1.5,0,0,4,7,1670,0,1912,0,98117,47.678,-122.36,1750,5000
13606,2014-10-10T00:00:00Z,610000,3,1.75,1650,221720,1,0,0,3,7,1650,0,1992,0,98024,47.5297,-121.901,2520,221284
13607,2014-05-21T00:00:00Z,382000,5,2.25,2880,11965,2,0,0,4,8,2880,0,1990,0,98042,47.3734,-122.124,2370,10715
13608,2014-12-01T00:00:00Z,495000,4,3,3620,403693,2,0,2,3,9,3620,0,1980,0,98022,47.2527,-121.98,2230,148811
13611,2014-10-07T00:00:00Z,565000,2,1.75,1740,4736,1.5,0,2,4,7,1040,700,1907,0,98144,47.5994,-122.287,2020,4215
13612,2014-05-22T00:00:00Z,348580,3,1,1220,7876,1,0,0,3,7,1220,0,1966,0,98034,47.7317,-122.201,1340,7876
13614,2015-04-02T00:00:00Z,375000,4,2,1790,61419,2,0,2,2,7,1790,0,1988,0,98019,47.7216,-121.907,1790,62290
13616,2014-11-18T00:00:00Z,210000,3,1.5,1400,9600,1,0,0,4,7,1400,0,1964,0,98003,47.2878,-122.297,2210,15000
13618,2014-05-22T00:00:00Z,180000,2,1,1400,4500,1,0,0,3,7,900,500,1922,0,98055,47.4866,-122.219,1400,5500
13619,2014-12-24T00:00:00Z,310000,2,1,1400,4500,1,0,0,3,7,900,500,1922,0,98055,47.4866,-122.219,1400,5500
13620,2015-02-03T00:00:00Z,427500,4,2.5,2010,6294,2,0,0,3,7,2010,0,2000,0,98028,47.776,-122.24,1870,4394
13621,2014-05-27T00:00:00Z,780000,3,3,2520,2152,1.5,0,0,3,8,1560,960,1925,2006,98119,47.6363,-122.371,1140,2152
13622,2014-08-21T00:00:00Z,1762000,3,2.25,3060,16000,2,0,0,3,10,3060,0,1988,0,98039,47.6189,-122.23,3510,13162
13623,2015-03-03T00:00:00Z,339950,4,2.5,2150,4000,2,0,0,3,7,2150,0,2010,0,98038,47.3655,-122.018,1610,4000
13624,2014-07-01T00:00:00Z,820000,3,2.25,2880,9750,2,0,0,3,10,2880,0,1989,0,98006,47.5575,-122.119,2920,11090
13625,2014-09-24T00:00:00Z,398000,2,2,1300,3865,1,0,0,3,8,1300,0,2006,0,98053,47.7193,-122.024,1350,4199
13626,2014-06-02T00:00:00Z,492000,3,1.75,2770,39927,1,0,0,4,8,1580,1190,1978,0,98027,47.4669,-122.003,2420,36384
13627,2015-01-08T00:00:00Z,240000,4,1.5,1780,14810,1,0,0,4,8,1180,600,1950,0,98032,47.3581,-122.288,1450,6728
13628,2014-06-09T00:00:00Z,599950,4,3.5,3730,15029,2,0,2,3,10,2440,1290,1991,0,98042,47.3804,-122.163,3440,14280
13629,2014-07-16T00:00:00Z,105500,2,1,930,7740,1,0,0,1,5,930,0,1932,0,98148,47.4611,-122.324,1620,8584
13631,2014-09-11T00:00:00Z,390500,2,1.75,1460,426450,1,0,0,5,7,960,500,1966,0,98022,47.2079,-121.967,1810,17350
13633,2014-06-26T00:00:00Z,675750,4,2.5,2770,10274,2,0,0,3,9,2770,0,1989,0,98029,47.5748,-122.018,2270,7210
13634,2014-07-01T00:00:00Z,1640000,3,3.25,3140,5445,2,0,3,4,10,2240,900,1913,0,98109,47.6406,-122.347,2950,5250
13636,2014-10-20T00:00:00Z,765000,3,1,1220,7585,1,0,0,4,7,1220,0,1954,0,98004,47.6094,-122.194,1380,8918
13637,2015-03-03T00:00:00Z,563500,4,2.5,2190,4944,2,0,0,3,8,2190,0,1999,0,98065,47.5341,-121.866,2190,5108
13639,2014-06-13T00:00:00Z,975000,5,2.75,3100,10014,1,0,2,4,9,1660,1440,1973,0,98040,47.5734,-122.213,3230,10279
13641,2015-04-23T00:00:00Z,252000,3,1,1300,8184,2,0,0,3,6,1300,0,1947,0,98155,47.7469,-122.319,1120,8184
13642,2014-06-12T00:00:00Z,495000,3,2,1769,9300,1,0,0,4,7,1769,0,1955,2009,98166,47.441,-122.342,1870,10226
13643,2014-12-02T00:00:00Z,570000,6,2.5,3370,15625,1,0,0,3,8,1770,1600,1964,0,98166,47.4223,-122.343,2790,15681
13644,2014-08-12T00:00:00Z,327000,4,2.5,1630,5361,2,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046
13645,2014-10-14T00:00:00Z,898000,2,2.25,2470,7658,1,0,0,4,8,1480,990,1954,0,98199,47.653,-122.416,2070,7270
13646,2015-01-09T00:00:00Z,300000,4,2.5,2600,8572,2,0,0,3,8,2600,0,2003,0,98001,47.3155,-122.266,2170,5288
13647,2015-04-13T00:00:00Z,418500,3,2,1800,12440,1,0,0,3,8,1220,580,1978,0,98074,47.6254,-122.05,2460,12352
13650,2014-06-12T00:00:00Z,440000,3,1,1710,6556,1.5,0,0,4,7,1200,510,1926,0,98133,47.7185,-122.354,1410,6563
13651,2015-04-29T00:00:00Z,350000,4,1.75,2140,4959,1,0,0,3,7,1080,1060,1965,0,98118,47.5166,-122.266,1590,5250
13653,2014-06-16T00:00:00Z,460000,2,1,890,2100,1,0,0,4,6,760,130,1919,0,98107,47.656,-122.359,1600,4250
13655,2015-02-26T00:00:00Z,267500,3,2.25,1860,12000,1,0,0,4,7,1860,0,1976,0,98092,47.2942,-122.19,1815,9604
13656,2014-09-04T00:00:00Z,201000,3,1,1220,22443,1,0,0,4,7,1220,0,1972,0,98001,47.2633,-122.245,1260,19950
13657,2014-06-17T00:00:00Z,479500,3,2.75,2300,4637,2,0,0,3,8,2300,0,2008,0,98065,47.5216,-121.878,2420,5699
13658,2015-04-02T00:00:00Z,210000,2,1,1520,4700,2,0,0,4,7,1520,0,1978,0,98092,47.3187,-122.182,1140,3906
13660,2014-07-14T00:00:00Z,265000,3,1.75,1170,8148,1,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,1200,8147
13661,2014-11-11T00:00:00Z,399000,3,1.75,1170,8148,1,0,0,3,7,1170,0,1952,0,98155,47.7479,-122.318,1200,8147
13662,2014-10-10T00:00:00Z,785000,4,2.25,3200,53357,2,0,0,4,9,3200,0,1972,0,98077,47.755,-122.035,2650,54014
13663,2014-06-23T00:00:00Z,831500,5,2.5,4470,35124,2.5,0,0,3,11,4470,0,1984,0,98072,47.7377,-122.084,4050,34118
13664,2015-04-03T00:00:00Z,360000,4,2.5,2570,4557,2,0,0,3,7,2570,0,2009,0,98042,47.367,-122.115,2200,4500
13667,2015-04-29T00:00:00Z,612000,5,2.5,2300,7000,1,0,0,3,8,1290,1010,1975,0,98052,47.6875,-122.122,2080,7280
13669,2015-02-12T00:00:00Z,557000,3,2.5,2280,18241,1,0,0,3,9,960,1320,1995,0,98011,47.7453,-122.213,3100,12465
13670,2015-01-28T00:00:00Z,375000,4,1.75,1870,12500,1,0,1,5,6,1030,840,1943,0,98056,47.511,-122.197,2060,14141
13671,2015-02-27T00:00:00Z,369000,3,2.25,1820,99752,1,0,0,4,7,1820,0,1969,0,98092,47.2838,-122.006,1850,117612
13673,2015-04-27T00:00:00Z,1031000,4,1.75,2110,6708,1,0,3,3,8,1410,700,1941,0,98105,47.67,-122.274,2140,7006
13674,2015-03-26T00:00:00Z,550000,2,1,980,4800,1,0,0,4,7,980,0,1910,0,98103,47.6569,-122.348,1570,2640
13675,2014-11-10T00:00:00Z,338000,3,1.75,1250,7710,1,0,0,4,7,1250,0,1947,0,98155,47.7623,-122.317,1340,7710
13676,2014-07-31T00:00:00Z,1900000,4,2.5,3680,13351,2,0,2,5,9,3680,0,1946,1982,98004,47.6154,-122.214,3410,11700
13677,2014-08-20T00:00:00Z,235000,3,1,2230,8163,1,0,0,3,7,1230,1000,1966,0,98118,47.5215,-122.275,2380,6874
13678,2014-11-25T00:00:00Z,349950,1,1,1230,9300,1.5,0,0,4,6,1230,0,1918,0,98133,47.7055,-122.348,1190,6820
13679,2014-07-29T00:00:00Z,300000,5,2.5,2093,10350,1.5,0,0,5,7,2093,0,1963,0,98058,47.4495,-122.17,1520,10350
13680,2014-11-03T00:00:00Z,431000,3,1.75,1660,12865,1,0,0,5,7,1660,0,1967,0,98056,47.5375,-122.175,1610,12400
13681,2015-04-11T00:00:00Z,280000,5,2.5,1630,20750,1,0,0,4,7,1100,530,1975,0,98042,47.3657,-122.113,1630,8640
13682,2015-03-26T00:00:00Z,295000,4,2.5,1677,7209,2,0,0,3,7,1677,0,2011,0,98023,47.2957,-122.357,2236,7209
13683,2015-04-23T00:00:00Z,445000,4,2.5,2990,6383,2,0,0,3,7,2990,0,2003,0,98038,47.3499,-122.027,2640,6454
13684,2014-08-26T00:00:00Z,550000,5,1,2150,262231,1.5,0,0,3,7,2150,0,1900,2000,98065,47.5519,-121.803,1460,46609
13685,2014-08-26T00:00:00Z,515000,4,2.5,2890,15067,2,0,0,3,9,2890,0,2003,0,98024,47.5666,-121.907,3090,15398
13686,2014-05-20T00:00:00Z,555000,3,2.5,3050,158558,1,0,0,4,9,3050,0,1987,0,98055,47.4326,-122.208,2960,31050
13688,2014-09-24T00:00:00Z,597000,4,2.5,2280,2432,2,0,0,5,8,1520,760,1921,0,98103,47.6605,-122.355,1690,2099
13689,2014-08-15T00:00:00Z,661000,2,1,1260,5800,1,0,0,4,7,1260,0,1939,0,98199,47.6501,-122.409,1830,5800
13691,2014-08-21T00:00:00Z,427000,4,2.5,1600,14000,1,0,0,3,8,1310,290,1950,0,98125,47.7258,-122.326,1600,10200
13693,2014-12-24T00:00:00Z,157000,3,1.5,1170,11530,1,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605
13694,2015-03-19T00:00:00Z,246500,3,1.5,1170,11530,1,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605
13695,2015-01-08T00:00:00Z,386500,2,1.5,1280,11071,1,0,0,3,7,850,430,1984,0,98074,47.6351,-122.033,1280,10879
13696,2014-06-06T00:00:00Z,300000,4,2.5,2680,15508,2,0,0,3,8,2680,0,1999,0,98023,47.3025,-122.39,1960,15586
13698,2014-09-09T00:00:00Z,818500,5,3.5,4790,12957,2,0,1,3,9,3110,1680,2005,0,98006,47.5469,-122.194,2620,13538
13699,2014-08-09T00:00:00Z,249000,3,1.75,1300,8500,1,0,0,4,7,1300,0,1964,0,98022,47.209,-122.005,1410,7800
13700,2014-09-29T00:00:00Z,580000,4,2.25,2610,7700,1,0,0,3,8,1700,910,1977,0,98027,47.5659,-122.089,2260,8266
13701,2015-04-20T00:00:00Z,2340000,4,2.5,4500,35200,1,0,0,3,13,4500,0,1988,0,98006,47.5477,-122.126,4760,35200
13703,2014-08-23T00:00:00Z,230000,2,2,1340,7605,1,0,0,3,7,1340,0,1992,0,98022,47.193600000000004,-121.981,1670,7136
13705,2014-07-22T00:00:00Z,265000,3,1.75,2200,7200,1,0,0,3,8,1270,930,1962,0,98032,47.3745,-122.276,1800,8000
13707,2015-05-06T00:00:00Z,600000,2,1.75,1180,5000,1,0,0,2,7,880,300,1925,0,98107,47.6749,-122.398,1470,5000
13708,2014-09-15T00:00:00Z,307500,3,1,980,6530,1,0,0,3,7,980,0,1969,0,98034,47.7133,-122.213,1220,6723
13709,2014-12-17T00:00:00Z,670000,4,2.25,2370,9636,1,0,0,3,8,1660,710,1976,0,98033,47.6497,-122.194,2350,9588
13711,2014-12-16T00:00:00Z,2600000,4,4.5,5270,12195,2,1,4,3,11,3400,1870,1979,0,98027,47.5696,-122.09,3390,9905
13713,2015-05-06T00:00:00Z,700000,4,2.5,2490,7694,2,0,0,3,8,2490,0,1987,0,98029,47.567,-122.016,2140,8126
13715,2014-10-20T00:00:00Z,555000,4,2.75,2600,19275,1,0,0,3,8,1620,980,1978,0,98006,47.5523,-122.162,2230,10119
13716,2015-04-24T00:00:00Z,830000,5,3.5,2880,3750,2,0,2,3,8,2270,610,2001,0,98144,47.5905,-122.292,2060,4000
13717,2014-12-12T00:00:00Z,180000,3,1,1010,8863,1,0,0,4,6,1010,0,1990,0,98022,47.1955,-121.999,1090,8410
13718,2014-10-06T00:00:00Z,775000,5,3.5,3290,5600,2,0,0,3,9,2670,620,2004,0,98052,47.7056,-122.119,3130,5600
13720,2014-07-24T00:00:00Z,650000,4,2.75,2020,15810,1,0,0,4,9,1620,400,1967,0,98005,47.5921,-122.155,2210,10160
13721,2014-12-24T00:00:00Z,410000,3,1.75,1340,9975,1,0,0,4,7,1340,0,1961,0,98033,47.7012,-122.169,1340,10050
13722,2014-10-21T00:00:00Z,339995,4,2.5,2180,5367,2,0,0,3,7,2180,0,2000,0,98038,47.3775,-122.022,2180,5130
13723,2015-02-19T00:00:00Z,1160000,5,1.75,2870,9680,1,0,4,5,9,1440,1430,1966,0,98008,47.6122,-122.111,2940,9729
13724,2014-07-23T00:00:00Z,440000,3,2.75,2070,9697,2,0,0,4,7,1330,740,1929,0,98188,47.4327,-122.283,2000,14436
13725,2014-07-30T00:00:00Z,275000,2,1.75,930,7080,1,0,0,3,6,930,0,1923,2006,98106,47.5224,-122.36,1100,7680
13728,2014-12-29T00:00:00Z,472000,3,2,2770,89298,2,0,0,3,9,2770,0,2004,0,98045,47.4291,-121.842,2040,109771
13729,2014-08-08T00:00:00Z,1325000,4,2.5,4010,37076,2,0,0,4,12,4010,0,1990,0,98052,47.7139,-122.106,4280,35326
13733,2015-01-29T00:00:00Z,322500,2,1,1130,8184,1,0,0,3,6,1130,0,1947,0,98155,47.7473,-122.32,1010,8184
13734,2015-04-16T00:00:00Z,338900,3,1.75,1180,4000,1,0,0,3,7,1040,140,1929,0,98118,47.5226,-122.284,1430,4000
13735,2014-06-13T00:00:00Z,910000,5,2.5,2350,4000,2,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,4000
13736,2015-04-24T00:00:00Z,1015000,5,2.5,2350,4000,2,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,4000
13737,2014-06-13T00:00:00Z,459950,3,1.75,1850,6869,1,0,2,5,6,1100,750,1919,1934,98166,47.4648,-122.363,1850,10096
13738,2014-10-14T00:00:00Z,584950,4,3,3220,6224,1.5,0,0,3,9,3220,0,2009,0,98059,47.4813,-122.129,2950,6224
13741,2014-10-30T00:00:00Z,750000,4,2.5,3210,8938,2,0,0,3,10,3210,0,2005,0,98075,47.582,-121.971,3740,8108
13742,2014-12-01T00:00:00Z,775000,3,1.75,3520,12350,1,0,4,4,8,1530,1990,1960,0,98116,47.5837,-122.382,2140,7800
13743,2015-02-18T00:00:00Z,325000,3,2.5,2260,8120,2,0,0,3,8,2260,0,2004,0,98023,47.2924,-122.357,2250,7784
13745,2014-07-15T00:00:00Z,409000,2,2.25,1640,2128,2,0,0,4,8,1640,0,1974,0,98028,47.753,-122.252,1640,2128
13746,2014-06-16T00:00:00Z,400000,4,1.75,1580,5340,1,0,0,3,7,1130,450,1947,0,98144,47.6003,-122.306,830,980
13748,2015-03-13T00:00:00Z,580000,3,2.25,1580,8506,2,0,0,3,7,1580,0,1987,0,98033,47.686,-122.185,2253,8515
13749,2014-05-09T00:00:00Z,491300,3,1.75,1750,11340,1,0,1,4,7,1300,450,1987,0,98074,47.6099,-122.058,2310,11340
13750,2014-12-31T00:00:00Z,272000,4,2.75,1810,7350,1,0,0,4,7,1200,610,1980,0,98030,47.3703,-122.171,1750,7350
13751,2015-04-01T00:00:00Z,599950,3,2.5,1970,106722,1,0,4,3,9,1970,0,1985,0,98022,47.2498,-122.003,2910,101494
13752,2015-02-26T00:00:00Z,464000,3,2.5,1770,5146,2,0,0,3,8,1770,0,1992,0,98029,47.5704,-121.999,1870,5146
13753,2014-06-23T00:00:00Z,471001,3,1.75,1800,6000,1,0,0,5,7,900,900,1905,0,98103,47.6867,-122.349,1800,3000
13756,2014-08-20T00:00:00Z,510000,3,2.25,2340,6183,1,0,0,3,7,1210,1130,1929,0,98115,47.6979,-122.31,1970,6183
13762,2014-07-01T00:00:00Z,102500,2,1,820,4320,1,0,0,3,5,820,0,1937,0,98106,47.514,-122.359,780,7424
13763,2015-04-01T00:00:00Z,718000,3,1.75,4060,136290,1,0,0,3,8,2810,1250,1995,0,98045,47.4843,-121.719,1300,51836
13767,2014-09-05T00:00:00Z,340000,3,1,980,7228,1.5,0,0,3,7,980,0,1946,0,98133,47.7294,-122.353,1070,7228
13768,2014-11-14T00:00:00Z,505000,3,1,1100,5400,1.5,0,0,3,7,1100,0,1908,0,98199,47.6604,-122.396,1770,4400
13769,2015-05-13T00:00:00Z,372000,5,2.5,2840,6010,2,0,0,3,8,2840,0,2003,0,98001,47.3161,-122.27,2740,5509
13770,2014-09-04T00:00:00Z,263850,4,2.25,2300,7524,2,0,0,4,8,2300,0,1978,0,98023,47.313,-122.388,2270,8025
13771,2014-09-03T00:00:00Z,1350000,4,3.25,5370,20388,2,0,4,4,11,5370,0,1990,0,98198,47.405,-122.331,2770,22270
13772,2014-11-19T00:00:00Z,325000,4,2.5,2280,9899,2,0,0,3,8,2280,0,1987,0,98058,47.461,-122.148,1970,9451
13773,2014-10-27T00:00:00Z,289000,2,1,1010,7740,1,0,0,3,6,890,120,1924,0,98106,47.5323,-122.355,1030,6000
13778,2014-06-04T00:00:00Z,375000,2,1,820,6250,1,0,0,4,5,820,0,1922,0,98136,47.5479,-122.384,1300,6250
13779,2015-01-26T00:00:00Z,537500,5,2.5,4340,9108,1,0,0,5,8,2170,2170,1979,0,98118,47.5384,-122.276,2030,6812
13781,2014-08-20T00:00:00Z,293550,4,1.75,1250,8840,1,0,0,4,7,910,340,1979,0,98198,47.4138,-122.317,1410,8378
13786,2015-04-09T00:00:00Z,585000,5,1.75,1880,16617,1,0,0,3,7,960,920,1963,0,98007,47.6003,-122.132,1720,8400
13787,2014-06-17T00:00:00Z,549000,2,2.5,1380,953,3,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400
13788,2015-04-14T00:00:00Z,1810000,3,2.25,2910,15626,1.5,0,0,4,9,2510,400,1923,0,98199,47.6534,-122.412,2370,6519
13791,2014-10-14T00:00:00Z,218500,4,1.75,1400,25500,1,0,0,4,7,1400,0,1964,0,98042,47.36,-122.164,2170,25500
13792,2014-10-01T00:00:00Z,705000,2,2,1650,6840,1.5,0,0,5,7,1650,0,1916,0,98103,47.6512,-122.338,1700,4560
13793,2015-04-28T00:00:00Z,191000,3,1,840,5525,1,0,0,5,6,840,0,1969,0,98042,47.3607,-122.085,920,5330
13794,2014-06-10T00:00:00Z,695000,3,2.5,2550,45254,2,0,0,3,9,2550,0,2001,0,98053,47.6498,-121.964,2190,49222
13797,2015-03-02T00:00:00Z,220000,3,1,820,5200,1,0,0,4,6,820,0,1977,0,98042,47.363,-122.094,1120,5200
13798,2014-10-29T00:00:00Z,535000,4,2.25,2620,33578,2,0,0,3,7,2620,0,1977,0,98075,47.5921,-122.013,2520,35160
13799,2014-05-19T00:00:00Z,1000000,2,1.75,2430,23400,1,0,4,3,10,2430,0,1951,0,98177,47.7616,-122.372,3150,23600
13800,2014-11-25T00:00:00Z,592000,3,1.75,1560,7424,1,0,0,5,8,1560,0,1940,0,98117,47.6981,-122.374,1370,7424
13801,2014-11-24T00:00:00Z,775000,4,2.5,3060,6826,2,0,0,3,9,3060,0,2004,0,98052,47.7006,-122.112,3110,6932
13802,2014-09-17T00:00:00Z,320000,3,2.5,1680,4584,2,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621
13803,2015-03-17T00:00:00Z,760000,3,3.25,3320,15022,2,0,0,3,10,3320,0,1989,0,98166,47.429,-122.341,3430,15018
13804,2014-07-22T00:00:00Z,640000,3,2.5,2390,8315,2,0,0,4,9,2390,0,1990,0,98074,47.6271,-122.028,2370,7816
13806,2014-07-16T00:00:00Z,228000,2,1,1800,9236,1,0,0,3,7,1800,0,1954,0,98030,47.3792,-122.198,1730,5701
13807,2014-11-04T00:00:00Z,325000,3,1,1160,9525,1,0,0,4,7,1160,0,1968,0,98077,47.7431,-122.073,1160,10640
13808,2014-06-05T00:00:00Z,530000,4,3.25,4160,35654,2,0,0,3,8,2760,1400,1973,0,98027,47.4683,-122.008,2500,35675
13809,2015-02-11T00:00:00Z,300000,4,2.25,1660,3200,2,0,0,3,7,1660,0,2011,0,98038,47.3666,-122.019,1960,3558
13810,2014-05-05T00:00:00Z,418000,3,2,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300
13812,2014-05-20T00:00:00Z,384000,3,2.5,1700,4000,2,0,0,3,7,1700,0,2003,0,98065,47.5327,-121.871,1700,4417
13813,2014-06-13T00:00:00Z,325000,3,2.5,2070,8337,2,0,0,3,8,2070,0,1997,0,98030,47.3658,-122.176,2030,7248
13814,2014-12-22T00:00:00Z,600000,3,1.75,2300,12682,1,0,2,3,8,2300,0,1955,0,98028,47.7588,-122.27,2720,14643
13815,2014-10-10T00:00:00Z,760000,4,2.25,3040,9690,1,0,0,4,9,1940,1100,1978,0,98005,47.5923,-122.169,2430,9690
13816,2014-05-30T00:00:00Z,168000,2,1.5,1220,3568,1.5,0,0,4,8,1220,0,1976,0,98198,47.3804,-122.318,1180,3678
13817,2014-10-20T00:00:00Z,405000,3,1,960,3960,1,0,0,3,7,960,0,1943,0,98199,47.6465,-122.404,1550,6050
13818,2015-05-04T00:00:00Z,479000,3,1,1480,10094,1,0,0,4,7,1480,0,1956,0,98007,47.5942,-122.136,1430,10083
13819,2014-08-26T00:00:00Z,549000,3,2,1560,5130,1,0,0,5,7,1150,410,1915,0,98103,47.6913,-122.333,1560,4500
13821,2015-01-29T00:00:00Z,550000,2,1.5,900,5750,1,0,2,3,7,900,0,1940,0,98116,47.5623,-122.384,1300,1413
13822,2014-07-02T00:00:00Z,389000,4,1.75,2400,7700,1.5,0,0,4,7,1500,900,1927,0,98133,47.7125,-122.332,1530,7700
13824,2014-10-13T00:00:00Z,540000,5,3,2570,5590,1,0,0,3,8,1580,990,2009,0,98034,47.7271,-122.228,2020,10500
13825,2015-04-28T00:00:00Z,273500,4,2.75,1300,9638,1,0,0,2,7,1300,0,1983,0,98042,47.3683,-122.109,1670,9638
13826,2014-10-17T00:00:00Z,257000,5,2.75,2930,10148,2,0,0,3,9,2930,0,2002,0,98059,47.4887,-122.145,2930,8425
13828,2015-03-04T00:00:00Z,339100,4,2.5,2350,10655,2,0,0,3,8,2350,0,1992,0,98092,47.3284,-122.171,2210,7028
13829,2014-12-23T00:00:00Z,435000,4,2.5,2940,7590,2,0,0,3,9,2940,0,1991,0,98058,47.4341,-122.16,2550,8360
13830,2014-07-11T00:00:00Z,400000,3,2.5,2020,3000,1,0,0,4,6,1010,1010,1910,0,98118,47.5621,-122.291,1670,3000
13831,2014-11-24T00:00:00Z,356000,2,1,1430,365904,1,0,0,3,7,1010,420,1991,0,98065,47.513,-121.857,2300,253519
13832,2015-04-06T00:00:00Z,395000,3,1,950,6951,1,0,0,4,7,950,0,1950,0,98125,47.7263,-122.3,1410,7200
13834,2015-04-23T00:00:00Z,515000,3,1.75,1300,5120,1.5,0,0,4,6,1300,0,1925,0,98116,47.5589,-122.394,1090,5124
13835,2014-06-19T00:00:00Z,618250,4,3.25,2520,3360,1.5,0,0,4,8,1550,970,1931,0,98115,47.6801,-122.315,1730,3360
13836,2015-02-19T00:00:00Z,245000,3,1.5,1330,7125,2,0,0,3,7,1330,0,1968,0,98034,47.7308,-122.194,1570,7350
13837,2014-10-10T00:00:00Z,690000,3,2.75,2480,3240,1.5,0,0,3,9,1890,590,1929,0,98112,47.6399,-122.311,2160,3240
13838,2014-11-06T00:00:00Z,465000,5,2.25,3020,10010,1,0,0,3,7,1510,1510,1959,0,98027,47.5249,-122.044,1760,10878
13840,2015-03-16T00:00:00Z,285000,3,1.75,1930,6533,1,0,0,3,7,1230,700,1960,0,98055,47.4883,-122.221,2030,5954
13841,2015-03-16T00:00:00Z,320000,3,2.25,1650,7047,2,0,0,3,7,1650,0,1994,0,98038,47.3826,-122.027,2010,7763
13842,2015-02-13T00:00:00Z,355000,4,3,2580,9601,2,0,0,4,7,2130,450,1992,0,98070,47.3726,-122.433,1900,10092
13843,2015-04-27T00:00:00Z,670000,3,2,2570,10078,1.5,0,0,3,8,2570,0,1965,0,98008,47.6275,-122.12,2660,8013
13845,2014-10-15T00:00:00Z,765000,4,2.75,2660,4500,1.5,0,0,5,8,1860,800,1909,0,98103,47.6864,-122.347,1830,4000
13847,2014-08-27T00:00:00Z,950000,3,2.5,3080,8448,2,0,2,3,9,3080,0,2000,0,98199,47.6469,-122.389,2500,6400
13848,2014-10-15T00:00:00Z,525000,4,1.75,2540,7200,1,0,0,4,7,1270,1270,1947,0,98118,47.5579,-122.271,1650,7200
13849,2014-10-20T00:00:00Z,300000,6,2.5,3080,8163,1,0,0,3,7,1580,1500,1985,0,98030,47.3859,-122.221,1850,8658
